1	-3.182144	0.3330973	0.107232	22.7336	0	
2	-2.151688	0.4336285	0.1054037	22.50507	0	
3	-1.499035	0.4321515	0.1038689	22.03754	0	
4	-1.499035	0.3123015	0.1032526	20.91185	0	
5	-1.127459	0.3460817	0.1014655	20.72231	0	
6	-0.4797663	0.354653	0.09989137	20.42223	0	
7	-0.4797663	0.199513	0.102138	18.16	0	
8	-0.4797663	0.1401882	0.10549	15.74983	0	
9	-0.4797663	0.1289234	0.10646	14.53473	0	
10	-0.4797663	0.1160695	0.108511	13.10095	0	
11	-0.4797663	0.1229545	0.1067892	12.88354	0	
12	-0.4797663	0.1079588	0.1105719	11.2536	0	
13	-0.4797663	0.1160151	0.1080125	11.23643	0	
14	-0.4797663	0.1200934	0.1065653	10.97212	0	
15	-0.4797663	0.1253304	0.1046707	10.80978	0	
16	-0.4797663	0.1078646	0.1108989	9.146313	0	
17	-0.4797663	0.1116221	0.1091442	8.954029	0	
18	-0.4797663	0.1119187	0.108928	8.528649	0	
19	-0.4797663	0.1135161	0.1080003	8.222912	0	
20	-0.4797663	0.1191458	0.1049367	8.219813	0	
21	-0.4797663	0.1168382	0.1057811	7.696338	0	
22	-0.4797663	0.1201634	0.103609	7.566697	0	
23	-0.4797663	0.1217446	0.1022678	7.337579	0	
24	-0.4797663	0.1232713	0.1008556	7.11947	0	
25	-0.4797663	0.1275216	0.0978498	7.079387	0	
26	-0.4797663	0.1307726	0.09530478	6.987305	0	
27	-0.4797663	0.1342931	0.09254169	6.91717	0	
28	-0.4797663	0.1257631	0.09641512	6.180732	0	
29	-0.4797663	0.1151922	0.1042425	5.218091	0	
30	-0.4797663	0.1175794	0.1014336	5.117549	0	
31	-0.4797663	0.1193931	0.09903657	4.985107	0	
32	-0.4797663	0.1209401	0.096747	4.842748	0	
33	-0.4797663	0.1210117	0.09576141	4.611256	0	
34	-0.4797663	0.1169353	0.09952784	4.101639	0	
35	-0.4797663	0.1195624	0.09539992	4.053336	0	
36	-0.4797663	0.1216261	0.09181397	3.971415	0	
37	-0.4797663	0.1241331	0.08756718	3.922391	0	
38	-0.4797663	0.1272002	0.08262057	3.910384	0	
39	-0.4797663	0.1283788	0.07949895	3.789051	0	
40	-0.4797663	0.1303446	0.07538689	3.718264	0	
41	-0.4797663	0.1329526	0.07051519	3.68684	0	
42	-0.4797663	0.1328152	0.06798809	3.508296	0	
43	-0.4797663	0.1315901	0.06630982	3.272439	0	
44	-0.4797663	0.127913	0.06735908	2.893529	0	
45	-0.4797663	0.1219921	0.07306026	2.355825	0	
46	-0.4797663	0.1244744	0.06521463	2.345114	0	
47	-0.4797663	0.1211135	0.06734839	1.962773	0	
48	-0.4797663	0.1139012	0.08563837	1.285271	0	
49	-0.4797663	0.1156408	0.07365274	1.242606	0	
50	-0.4797663	0.1176076	0.06004733	1.218144	0	
51	-0.4797663	0.1134419	0.07164163	0.75137	0	
52	-0.4797663	0.1155177	0.04824436	0.743602	0	
